indice,titulo,artista,ano,nivel_toxicidade,abuso_emocional,ciume_possessividade,dependencia,objetificacao,violencia_traicao,justificativa
1195,Look What They've Done To My Song Ma,New Seekers,1970.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1196,Walk A Mile In My Shoes,Joe South,1970.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1197,The Thrill Is Gone,B.B. King,1970.0,0.2,False,True,False,False,False,"""Know you done me wrong"" - demonstra um leve controle, mas sem agressividade."
1198,It's Only Make Believe,Glen Campbell,1970.0,0.2,False,True,True,False,False,"""No one will ever know how much I love you so"" — demonstra um leve controle, mas sem agressividade; ""My life, I'd give for you My heart, a wedding ring My all, my everything"" — expressa dependência."
1199,Call Me,Aretha Franklin,1970.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1200,Joy To The World,Three Dog Night,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1201,Maggie May / (Find A) Reason To Believe,Rod Stewart,1971.0,0.0,False,False,False,False,False,
1202,It's Too Late / I Feel The Earth Move,Carole King,1971.0,0.2,False,True,False,False,False,"""Bitch listen to your lyrics ‘fore you come on this show"" - demonstra um leve controle, mas sem agressividade."
1203,One Bad Apple,Osmonds,1971.0,0.2,False,True,False,False,False,"""You need love But you're afraid that if you give in Someone else will come along And sock it to you again"" - demonstra um leve controle, mas sem agressividade."
1204,How Can You Mend A Broken Heart,Bee Gees,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1205,Indian Reservation,Raiders,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1206,Go Away Little Girl,Donny Osmond,1971.0,0.2,False,True,False,False,False,"""I'm dating somebody else"" - demonstra um leve controle, mas sem agressividade; ""Before I beg you to stay"" - indica uma possível tentação de relacionamento inapropriado."
1207,"Take Me Home, Country Roads",John Denver,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1208,Just My Imagination (Running Away With Me),Temptations,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1209,Knock Three Times,Dawn,1971.0,0.8,True,False,False,False,False,"""Knock three times on the ceiling if you want me Twice on the pipe if the answer is no"" - expressa uma expectativa de resposta e controle inapropriado; ""I can hear your music playin' I can feel your body swayin'"" - demonstra um leve interesse não consentido."
1210,Me And Bobby McGee,Janis Joplin,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1211,Tired Of Being Alone,Al Green,1971.0,0.2,False,True,False,False,False,"""Won't you help me girl Soon as you can"" — demonstra um leve controle, mas sem agressividade; ""I guess you know that I, uh, I love you so Even though you don’t want me no more"" — expressa dependência emocional."
1212,Want Ads,Honey Cone,1971.0,0.8,True,False,False,False,False,"""Lipstick on his collar, perfume on it too"" (abuso emocional - indica infidelidade e mentiras); ""I'm going to the evening news"" (indica a possibilidade de publicar uma notícia sobre o caso)."
1213,Smiling Faces Sometimes,Undisputed Truth,1971.0,0.8,True,False,False,False,False,"""Smiling faces sometimes Pretend to be your friend / Smiling faces show no traces Of the evil that lurks within"" (abuso emocional)."
1214,Treat Her Like A Lady,Cornelius Brothers and Sister Rose,1971.0,0.2,False,True,False,False,False,"""Treat her like a lady"" e ""I'm gonna treat her like a lady and she'll give in to me"" mostram um leve controle, mas sem agressividade."
1215,Brown Sugar,Rolling Stones,1971.0,0.8,True,False,False,True,False,"""Gold coast slave ship bound for cotton fields Sold in the market down in New Orleans Scarred old slaver knows he's doing alright Hear him whip the women just around midnight"" - expressa objetificação e abuso emocional. ""I said, yeah, yeah, yeah, woo How come you, how come you taste so good? Yeah, yeah, yeah, woo Just like a, just like a black girl should Yeah, yeah, yeah, woo"" - reforça a objetificação."
1216,You've Got A Friend,James Taylor,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1217,Mr. Big Stuff,Jean Knight,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1218,Do You Know What I Mean,Lee Michaels,1971.0,0.8,True,False,False,False,False,"""Ele não me amou por quase 4 anos"" (abuso emocional); ""Agora é tarde, encontre outra garota"" (dependência leve)."
1219,The Night They Drove Old Dixie Down,Joan Baez,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1220,What's Going On,Marvin Gaye,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1221,Uncle Albert-Admiral Halsey,Paul and Linda McCartney,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1222,Ain't No Sunshine,Bill Withers,1971.0,0.2,False,True,False,False,False,"""Ele se preocupa excessivamente com a ausência da pessoa amada, o que pode ser interpretado como um leve controle"" (""Ain't no sunshine when she's gone... And this house just ain't no home anytime she goes away"")."
1223,Signs,Five Man Electrical Band,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1224,She's A Lady,Tom Jones,1971.0,0.2,False,True,False,False,False,"""Ela é minha"" (posse); ""Não posso viver sem ela"" — expressa dependência leve, mas pode ser apenas uma hipérbole romântica."
1225,I Found Someone Of My Own,Free Movement,1971.0,0.2,False,True,False,False,False,"""I got up from the table Reached down and wiped the tears From her face"" - demonstra um leve controle, mas sem agressividade."
1226,Superstar,Murray Head and The Trinidad Singers,1971.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
1227,Amos Moses,Jerry Reed,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1228,Temptation Eyes,Grass Roots,1971.0,0.2,False,True,False,False,False,"""Tonight with me she'll be so inviting I want her all for myself"" — demonstra um leve controle, desejo possessivo."
1229,Superstar,Carpenters,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1230,My Sweet Lord / Isn't It A Pity,George Harrison,1971.0,0.0,False,False,False,False,False,
1231,Sweet And Innocent,Donny Osmond,1971.0,0.2,False,True,False,False,False,"""Vou te amar e te segurar, mas vai para casa"" - expressa um leve controle, mas pode ser apenas uma hipérbole romântica."
1232,Put Your Hand In The Hand,Ocean,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1233,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,1971.0,0.0,False,False,False,True,False,"""Last night I had a crazy dream About a chick in a black bikini"" — objetoifica a mulher, reduzindo-a à sua aparência física."
1234,For All We Know,Carpenters,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1235,If You Could Read My Mind,Gordon Lightfoot,1971.0,0.2,False,True,False,False,False,"""Me avisa quando sair, quero saber onde vai"" — demonstra um leve controle, mas sem agressividade."
1236,Help Me Make It Through The Night,Sammi Smith,1971.0,0.2,False,True,False,False,False,"""Me ajudar a passar a noite"" — demonstra um leve controle, mas pode ser apenas uma hipérbole romântica."
1237,Rainy Days And Mondays,Carpenters,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1238,"Gypsy, Tramps And Thieves",Cher,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1239,Never Can Say Goodbye,Jackson 5,1971.0,0.2,False,True,True,False,False,"""Every time I think I've had enough I start heading for the door"" — demonstra um leve controle, mas sem agressividade; ""I keep thinking that our problems Soon are all gonna work out But there's that same unhappy feeling And there's that anguish, there's that doubt It's the same old dizzy hang up Can't do with you or without"" — expressa dependência emocional."
1240,Rose Garden,Lynn Anderson,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1241,Don't Pull Your Love,"Hamilton, Joe Frank and Reynolds",1971.0,0.2,False,True,False,False,False,"""Haven't I been good to you / What about that brand new ring / Doesn't that mean love to you / Doesn't that mean anything"" - expressa um leve controle e possesividade, mas sem agressividade."
1242,It Don't Come Easy,Ringo Starr,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1243,Mr. Bojangles,Nitty Gritty Dirt Band,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1244,I Love You For All Seasons,Fuzz,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1245,Whatcha See Is Whatcha Get,Dramatics,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1246,That's The Way I've Always Heard It Should Be,Carly Simon,1971.0,0.2,False,True,False,False,False,"""But you say it's time we moved in together And raised a family of our own You and me"" - demonstra um leve controle, mas sem agressividade."
1247,If You Really Love Me,Stevie Wonder,1971.0,0.2,False,True,False,False,False,"""You call my name Ooh so sweet To make your kiss incomplete When your mood is clear You quickly change your ways Then you say I'm untrue What am I supposed to do Be a fool who sits alone waiting for you"" — demonstra um leve controle e uma certa dependência emocional."
1248,Spanish Harlem,Aretha Franklin,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1249,I Don't Know How To Love Him,Helen Reddy,1971.0,0.2,False,True,False,False,False,"""Ele me scares me"" (controle leve, mas sem agressividade); ""I'd be lost, I'd be frightened / I couldn't cope, just couldn't cope"" — expressa dependência emocional potencialmente excessiva."
1250,Yo-yo,Osmonds,1971.0,0.8,True,True,False,False,False,"""You control every Little thing I do"" (controle e manipulação); ""I'm so afraid You will cast me away Like a beat up, worn out toy"" (dependência emocional)."
1251,Bridge Over Troubled Water,Aretha Franklin,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1252,Doesn't Somebody Want To Be Wanted,Partridge Family,1971.0,0.2,False,True,False,False,False,"""I need somebody So I won't have to pretend"" e ""You know, I'm no different from anybody else I start each day and end each night It gets really lonely when you're by yourself And where is love? And who is love?"" demonstram um leve controle e busca de atenção."
1253,Draggin' The Line,Tommy James,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1254,Proud Mary,Ike and Tina Turner,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1255,Beginnings / Color My World,Chicago,1971.0,0.0,False,False,False,False,False,
1256,Stay Awhile,Bells,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1257,Sweet City Woman,Stampeders,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1258,Me And You And A Dog Named Boo,Lobo,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1259,"Another Day / Oh Woman, Oh Why",Paul McCartney,1971.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
1260,If,Bread,1971.0,0.2,False,True,False,False,False,"""There's no one home but you"" e ""You come and pour yourself on me"" demonstram um leve controle, mas sem agressividade."
1261,Mercy Mercy Me (The Ecology),Marvin Gaye,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (a letra trata de ambientalismo e não relacionamento amoroso)
1262,One Toke Over The Line,Brewer and Shipley,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1263,She's Not Just Another Woman,8th Day,1971.0,0.2,False,True,False,False,False,"""She's mine, mine, mine"" — demonstra um leve controle e posse."
1264,Bring The Boys Home,Freda Payne,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1265,I Just Want To Celebrate,Rare Earth,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1266,Never Ending Song Of Love,Delaney and Bonnie and Friends,1971.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
1267,Easy Loving,Freddy Hart,1971.0,0.0,False,False,False,False,False,
1268,Liar,Three Dog Night,1971.0,0.8,True,False,True,False,False,"""I won't ever leave If you want me to stay"" (expressa uma forte dependência); ""You can believe in me I won't be leaving I won't let you go"" (reiteração de não querer sair, mesmo que o outro deseje)."
1269,Stick-up,Honey Cone,1971.0,0.8,True,False,False,False,False,"""He walked into my life hungry for love So sweet and cautiously he chased my love A devil in disguise, he fooled my heart Tricked me into the dark, 'HOLD UP!!'--I was shocked Pulled his charms, took me in his arms Stole my love, and now he's gone"" (abuso emocional)"
1270,Chirpy Chirpy Cheep Cheep,Mac and Katie Kissoon,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1271,Love Story (Where Do I Begin),Andy Williams,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1272,Wild World,Cat Stevens,1971.0,0.2,False,True,False,False,False,"""Take good care"" e ""I'll always remember you like a child, girl"" demonstram um leve controle e uma certa preocupação com o bem-estar da pessoa que está deixando. Porém, não há ameaças ou violência nesta letra."
1273,"When You're Hot, You're Hot",Jerry Reed,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1274,Funky Nassau,Beginning Of The End,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1275,If Not For You,Olivia Newton-John,1971.0,0.2,False,True,True,False,False,"""If not for you Babe, I couldn't even find the door / If not for you, the night would see me wide awake"" - demonstra um leve controle e dependência emocional."
1276,Groove Me,King Floyd,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1277,Watching Scotty Grow,Bobby Goldsboro,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1278,Woodstock,Matthews' Southern Comfort,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1279,Amazing Grace,Judy Collins,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1280,I Hear You Knocking,Dave Edmunds,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1281,Lonely Days,Bee Gees,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1282,Here Comes That Rainy Day Feeling Again,Fortunes,1971.0,0.2,False,True,False,False,False,"""I'm hoping you're soon gonna find, girl Your way back to me 'Cause if you'll say you'll stay The rainy days will go away..."" - expressa um leve controle e desejo de possuir a pessoa."
1283,Won't Get Fooled Again,Who,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1284,Trapped By A Thing Called Love,Denise Lasalle,1971.0,0.8,True,False,True,False,False,"""He makes me cry, Lord, I don't want to cry"" e ""I can never be happy loving no one else"" — expressam um abuso emocional significativo; ""If he doesn't call again I'm crying all night"" — demonstra dependência."
1285,Mama's Pearl,Jackson 5,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1286,Timothy,Buoys,1971.0,0.2,False,True,False,False,False,"""Take these wings And make good on all the promises Unkept in this life"" - demonstra um leve controle, mas sem agressividade."
1287,I Woke Up In Love This Morning,Partridge Family,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1288,"Theme From ""Shaft""",Isaac Hayes,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1289,If I Were Your Woman,Gladys Knight and The Pips,1971.0,0.8,True,True,False,False,False,"""If I were your woman, (if you were my woman) And you were my man / She tears you down, darling Says you're nothing at all"" - demonstra um controle e posse excessivos."
1290,I Am..I Said,Neil Diamond,1971.0,0.0,False,False,False,False,False,
1291,Wedding Song (There Is Love),Paul Stookey,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1292,"Don't Knock My Love, Pt. 1",Wilson Pickett,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1293,Love Her Madly,Doors,1971.0,0.2,False,True,False,False,False,"""Don't ya love her madly? Wanna be her daddy?"" e ""Don't you love her as she's walking out the door Like she did one thousand times before"" demonstram um leve controle, mas sem agressividade."
1294,Here Comes The Sun,Richie Havens,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1295,Sweet Mary,Wadsworth Mansion,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1296,Right On The Tip Of My Tongue,Brenda and The Tabulations,1971.0,0.2,False,False,True,False,False,"""I played the game of love and lost"" e ""let your love slip away"" expressam uma leve dependência, mas pode ser apenas uma hipérbole romântica."
1297,One Less Bell To Answer,Fifth Dimension,1971.0,0.0,False,False,False,False,False,
1298,Riders On The Storm,Doors,1971.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1299,It's Impossible,Perry Como,1971.0,0.2,False,True,True,False,False,"""Can I hold you closer to me And not feel you going through me"" - expressa um leve controle, mas pode ser apenas uma hipérbole romântica. ""If I had you, could I ever want for more It's just impossible"" - demonstra dependência emocional."
1300,The First Time Ever I Saw Your Face,Roberta Flack,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1301,Alone Again (Naturally),Gilbert O'Sullivan,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1302,American Pie,Don McLean,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1303,Without You,Nilsson,1972.0,0.2,False,True,True,False,False,"""I can't live if living is without you"" expressa uma forte dependência, mas pode ser apenas uma hipérbole romântica. ""If living is without you I can't give anymore"" também indica dependência leve."
1304,Candy Man,Sammy Davis Jr.,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1305,I Gotcha,Joe Tex,1972.0,0.8,True,False,False,False,False,"""You made me a promise and you're gonna stick to it"" (ameaça); ""I Gotcha! You thought you got away from me, didn't ya?"" (controle e manipulação)."
1306,Lean On Me,Bill Withers,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1307,Baby Don't Get Hooked On Me,Mac Davis,1972.0,0.8,True,False,False,True,False,"""I'll just use you Then I'll set you free"" (objetificação e manipulação); ""Don't start clinging to me, cause I can't breathe"" (controle)."
1308,Brand New Key,Melanie,1972.0,0.2,False,True,False,False,False,"""I'm okay alone but you've got something I need"" — demonstra um leve controle, mas sem agressividade."
1309,Daddy Don't You Walk So Fast,Wayne Newton,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1310,Let's Stay Together,Al Green,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1311,Brandy (You're A Fine Girl),Looking Glass,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1312,Oh Girl,Chi-Lites,1972.0,0.2,False,True,True,False,False,"""I don't know where to go, who to see"" — demonstra um leve controle e dependência."
1313,Nice To Be With You,Gallery,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1314,My Ding-A-Ling,Chuck Berry,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1315,If Loving You Is Wrong I Don't Want To Be Right,Luther Ingram,1972.0,0.8,True,False,True,False,False,"""If loving you is wrong I don't wanna be right"" (dependência emocional); ""I got a wife and two little children Depending on me too And am I wrong to hunger For the gentleness of your touch Knowing I got somebody else at home Who needs me just as much"" (indica uma dependência excessiva e infiel)."
1316,Heart Of Gold,Neil Young,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1317,"Betcha By Golly, Wow",Stylistics,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1318,I'll Take You There,Staple Singers,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1319,Ben,Michael Jackson,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1320,The Lion Sleeps Tonight,Robert John,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1321,Outa-Space,Billy Preston,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (pois a música é instrumental e não trata de relacionamento amoroso)
1322,Slippin' Into Darkness,War,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1323,Long Cool Woman (In A Black Dress),Hollies,1972.0,0.2,False,True,False,False,False,"""Ela sabe onde está o local"" (controle e posse)"
1324,How Do You Do,Mouth and MacNeal,1972.0,0.2,False,True,False,False,False,"""How do you do, mm-hmm I thought, why not, na-na, na-na Just me and you And then we can na-na, na-na  Just like before"" - demonstra um leve controle e possibilidade de posse."
1325,Song Sung Blue,Neil Diamond,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1326,A Horse With No Name,America,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1327,Popcorn,Hot Butter,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (A letra não descreve um relacionamento amoroso ou qualquer tipo de interação humana.)
1328,Everybody Plays The Fool,Main Ingredient,1972.0,0.2,False,False,True,False,False,"""You say you're even thinking about dying?"" — expressa uma leve dependência, mas pode ser apenas um momento de desespero."
1329,Precious And Few,Climax,1972.0,0.2,False,True,False,False,False,"""Baby, it's you on my mind"" e ""Being with you is a feeling I just can't compare"" demonstram um leve controle e posse."
1330,Last Night I Didn't Get To Sleep At All,5th Dimension,1972.0,0.2,False,True,False,False,False,"""I should call you up and just forget my foolish pride"" - expressa um leve controle, mas sem agressividade."
1331,Nights In White Satin,Moody Blues,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1332,Go All The Way,Raspberries,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1333,Too Late To Turn Back Now,Cornelius Brothers and Sister Rose,1972.0,0.2,False,True,False,False,False,"""I found myself phoning her At least ten times a day"" - demonstra um leve controle, mas sem agressividade; ""I wouldn't mind it if I knew She really loved me too But I hate to think That I'm in love alone And nothing that I can do, whoa"" - expressa uma preocupação com a reciprocidade da relação."
1334,Back Stabbers,O'Jays,1972.0,0.8,True,False,False,False,False,"""All you fellas who have someone and you really care, yeah, yeah Then it's all of you fellas who better beware, yeah, yeah Somebody's out to get your lady A few of your buddies, they sure look shady Blades are long, clenched tight in their fist Aimin' straight at your back And I don't think they'll miss"" - expressa uma preocupação excessiva com a infidelidade e um desejo de proteger sua relação, que pode ser interpretado como abuso emocional."
1335,Down By The Lazy River,Osmonds,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1336,Sunshine,Jonathan Edwards,1972.0,0.8,True,False,False,False,False,"""He don't know what he's asking When he tells me I better get in line"" (abuso emocional); ""I'll be damned if he'll run mine, sunshine"" (controle)."
1337,Starting All Over Again,Mel and Tim,1972.0,0.2,False,True,False,False,False,"""We lost what we had, that's why it hurt so bad"" - demonstra um leve controle e possibilidade de rejeição emocional."
1338,Day Atter Day,Badfinger,1972.0,0.2,False,True,False,False,False,"""Meu coração está sempre pensando em você"" (controle leve, mas pode ser apenas uma hipérbole romântica)."
1339,Rocket Man,Elton John,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1340,Rockin' Robin,Michael Jackson,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1341,Beautiful Sunday,Daniel Boone,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1342,Scorpio,Dennis Coffey and The Detroit Guitar Band,1972.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
1343,Morning Has Broken,Cat Stevens,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1344,The City Of New Orleans,Arlo Guthrie,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1345,Garden Party,Rick Nelson,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1346,I Can See Clearly Now,Johnny Nash,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1347,Burning Love,Elvis Presley,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1348,Clean Up Woman,Betty Wright,1972.0,0.8,True,False,False,False,False,"""A clean up woman is a woman who Gets all the love we girls leave behind"" — expressa uma ameaça implícita de que outras mulheres podem roubar o parceiro; ""I took this man's love and put it on a shelf And like a fool I thought I had him all to myself"" — mostra dependência leve, mas pode ser apenas um sentimento normal de possessão."
1349,Hold Your Head Up,Argent,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1350,Jungle Fever,Chakachas,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (A letra não trata de um relacionamento amoroso)
1351,Everything I Own,Bread,1972.0,0.2,False,True,False,False,False,"""Meu namorado me protege e me ama, mas ele pode estar desprezando o outro amor de sua vida"" - demonstra um leve controle (ciume possessivo), mas sem agressividade."
1352,In The Rain,Dramatics,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1353,Look What You Done For Me,Al Green,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1354,The Happiest Girl In The Whole U.S.A.,Donna Fargo,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1355,Bang A Gong (Get It On),T. Rex,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1356,Mother And Child Reunion,Paul Simon,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1357,Where Is The Love,Roberta Flack and Donny Hathaway,1972.0,0.8,True,False,False,False,False,"""You told me that you didn't love him And you were gonna say goodbye But if you really didn't mean it Why did you have to lie?"" (abuso emocional)"
1358,I'm Still In Love With You,Al Green,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1359,Layla,Derek and The Dominos,1972.0,0.2,False,True,False,False,False,"""Não posso viver sem você"" (Verse 1) e ""Turned my whole world upside down"" (Verse 2) demonstram um leve controle, mas sem agressividade."
1360,Day Dreaming,Aretha Franklin,1972.0,0.2,False,True,False,False,False,"""He's the kind of guy that you give your everything You trust your heart, share all of your love Till death do you part"" — expressa um leve controle e possessividade."
1361,The Way Of Love,Cher,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1362,Black And White,Three Dog Night,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1363,Sylvia's Mother,Dr. Hook and The Medicine Show,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1364,Hurting Each Other,Carpenters,1972.0,0.8,True,False,False,False,False,"""We go on hurting each other"" (abuso emocional); ""Can't we stop hurting each other?"" (recurso repetido que sugere uma falha persistente no relacionamento)."
1365,Coconut,Nilsson,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1366,Puppy Love,Donny Osmond,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1367,You Don't Mess Around With Jim,Jim Croce,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1368,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1369,A Cowboy's Work Is Never Done,Sonny and Cher,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1370,Joy,Apollo 100,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (A letra não descreve um relacionamento amoroso ou qualquer tipo de interação humana.)
1371,Anticipation,Carly Simon,1972.0,0.2,False,False,True,False,False,"""I'm no prophet I don't know nature's way"" — expressa dependência leve, mas pode ser apenas uma hipérbole romântica."
1372,Never Been To Spain,Three Dog Night,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1373,Kiss An Angel Good Morning,Charlie Pride,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1374,School's Out,Alice Cooper,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1375,Saturday In The Park,Chicago,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1376,Drowning In The Sea Of Love,Joe Simon,1972.0,0.8,True,False,True,False,False,"""I've been down one time I've been down two times But now I'm drowning, drowning in the sea of love"" — expressa uma dependência excessiva; ""You got the kind of love that make me do things I don't wanna do"" - demonstra um tipo de controle emocional."
1377,Use Me,Bill Withers,1972.0,0.8,True,False,False,False,False,"""Sometimes, it's true / You really do abuse me"" (abuso emocional)."
1378,Family Affair,Sly and The Family Stone,1972.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
1379,Troglodyte,Jimmy Castor Bunch,1972.0,0.8,True,False,False,True,False,"""He grabbed her by the hair"" (violência física); ""She was one Of the Butt sisters. He didn't care"" (objetificação)."
