indice,titulo,artista,ano,score,emotional_abuse,jealousy_possessive,dependency,violence_or_betrayal,justificativa
1121,Spirit In The Sky,Norman Greenbaum,1970.0,0.0,False,False,False,False,
1123,Ball Of Confusion (That's What The World Is Today),Temptations,1970.0,0.5,False,False,True,False,
1124,Love On A Two Way Street,Moments,1970.0,0.3,False,False,True,False,
1126,Which Way You Goin' Billy?,Poppy Family,1970.0,0.8,False,False,True,False,
1127,All Right Now,Free,1970.0,0.3,False,False,True,False,
1129,Green-Eyed Lady,Sugarloaf,1970.0,0.0,False,False,False,False,
1130,"Signed Sealed, Delivered (I'm Yours)",Stevie Wonder,1970.0,0.6,False,False,True,False,
1131,Ride Captain Ride,Blues Image,1970.0,0.0,False,False,False,False,
1132,Venus,Shocking Blue,1970.0,0.3,False,False,True,False,
1134,Patches,Clarence Carter,1970.0,0.6,False,False,True,False,
1136,Rainy Night In Georgia,Brook Benton,1970.0,0.0,False,False,False,False,
1137,Something's Burning,Kenny Rogers and The First Edition,1970.0,0.3,False,False,True,False,
1138,Give Me Just A Little More Time,Chairmen Of The Board,1970.0,0.2,False,False,True,False,
1139,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1970.0,0.3,False,True,True,False,
1141,Snowbird,Anne Murray,1970.0,0.0,False,False,False,False,
1142,Reflections Of My Life,Marmalade,1970.0,0.3,False,False,True,False,
1143,Hey There Lonely Girl,Eddie Holman,1970.0,0.6,False,False,True,False,
1144,The Rapper,Jaggerz,1970.0,0.3,False,False,True,False,
1145,"He Ain't Heavy, He's My Brother",Hollies,1970.0,0.0,False,False,False,False,
1146,"Tighter, Tighter",Alive and Kicking,1970.0,0.3,False,False,True,False,
1147,Come And Get It,Badfinger,1970.0,0.3,False,False,True,False,
1148,Cecelia,Simon and Garfunkel,1970.0,0.3,False,True,False,False,
1149,Love Land,Charles Wright and The Watts 103rd Street Rhythm Band,1970.0,0.5,False,False,True,False,
1150,Turn Back The Hands Of Time,Tyrone Davis,1970.0,0.3,False,False,True,False,
1152,In The Summertime,Mungo Jerry,1970.0,0.5,False,False,True,False,
1153,Indiana Wants Me,R. Dean Taylor,1970.0,0.6,False,False,True,False,
1154,(I Know) I'm Losing You,Rare Earth,1970.0,0.6,False,True,True,False,
1155,"Easy Come, Easy Go",Bobby Sherman,1970.0,0.3,False,False,True,False,
1156,Express Yourself,Charles Wright and The Watts 103rd Street Rhythm Band,1970.0,0.0,False,False,False,False,
1157,Still Water,Four Tops,1970.0,0.3,False,False,True,False,
1158,Make Me Smile,Chicago,1970.0,0.2,False,False,True,False,
1159,House Of The Rising Sun,Frijid Pink,1970.0,0.3,False,False,True,False,
1160,25 Or 6 To 4,Chicago,1970.0,0.0,False,False,False,False,
1161,My Baby Loves Lovin',White Plains,1970.0,0.3,False,False,True,False,
1162,Love Or Let Me Be Lonely,Friends Of Distinction,1970.0,0.3,False,False,True,False,
1163,United We Stand,Brotherhood Of Man,1970.0,0.3,False,False,True,False,
1164,We've Only Just Begun,Carpenters,1970.0,0.0,False,False,False,False,
1165,Arizona,Mark Lindsay,1970.0,0.3,False,False,True,False,
1166,Fire And Rain,James Taylor,1970.0,0.3,False,False,True,False,
1167,Groovy Situation,Gene Chandler,1970.0,0.3,False,True,False,False,
1168,Evil Ways,Santana,1970.0,0.6,False,True,False,False,
1169,No Time,Guess Who,1970.0,0.0,False,False,False,False,
1170,Didn't I (Blow Your Mind This Time),Delfonics,1970.0,0.3,False,False,True,False,
1173,(If You Let Me Make Love To You Then) Why Can't I Touch You,Ronnie Dyson,1970.0,0.3,False,False,True,False,
1174,I Just Can't Help Believing,B.J. Thomas,1970.0,0.6,False,False,True,False,
1176,For The Love Of Him,Bobbi Martin,1970.0,0.5,False,False,True,False,
1177,Mississippi Queen,Mountain,1970.0,0.5,False,False,True,False,
1178,I Want To Take You Higher,Ike and Tina Turner,1970.0,0.3,False,False,True,False,
1179,The Letter,Joe Cocker,1970.0,0.3,False,False,True,False,
1180,Ma Belle Amie,Tee Set,1970.0,0.6,False,True,False,False,
1182,Yellow River,Christie,1970.0,0.0,False,False,False,False,
1183,Somebody's Been Sleeping,100 Proof Aged In Soul,1970.0,0.5,False,True,False,False,
1184,Vehicle,Ides Of March,1970.0,0.3,False,False,True,False,
1185,Gimme Dat Ding,Pipkins,1970.0,0.6,False,False,True,False,
1186,Lay A Little Lovin' On Me,Robin McNamara,1970.0,0.8,False,False,True,False,
1187,Up The Ladder To The Roof,Supremes,1970.0,0.0,False,False,False,False,
1189,Come Saturday Morning,Sandpipers,1970.0,0.0,False,False,False,False,
1191,Without Love (There Is Nothing),Tom Jones,1970.0,0.3,False,False,True,False,
1192,Are You Ready?,Pacific Gas and Electric,1970.0,0.0,False,False,False,False,
1193,Woodstock,"Crosby, Stills, Nash and Young",1970.0,0.0,False,False,False,False,
1194,I'll Never Fall In Love Again,Dionne Warwick,1970.0,0.3,False,False,True,False,
1196,Walk A Mile In My Shoes,Joe South,1970.0,0.3,False,False,True,False,
1197,The Thrill Is Gone,B.B. King,1970.0,0.3,False,False,True,False,
1198,It's Only Make Believe,Glen Campbell,1970.0,0.6,False,False,True,False,
1202,It's Too Late / I Feel The Earth Move,Carole King,1971.0,0.3,False,False,True,False,
1203,One Bad Apple,Osmonds,1971.0,0.6,False,False,True,False,
1204,How Can You Mend A Broken Heart,Bee Gees,1971.0,0.3,False,False,True,False,
1205,Indian Reservation,Raiders,1971.0,0.3,False,False,True,False,
1206,Go Away Little Girl,Donny Osmond,1971.0,0.3,False,False,True,False,
1207,"Take Me Home, Country Roads",John Denver,1971.0,0.0,False,False,False,False,
1208,Just My Imagination (Running Away With Me),Temptations,1971.0,0.6,False,True,True,False,
1210,Me And Bobby McGee,Janis Joplin,1971.0,0.3,False,False,True,False,
1211,Tired Of Being Alone,Al Green,1971.0,0.6,False,False,True,False,
1213,Smiling Faces Sometimes,Undisputed Truth,1971.0,0.6,False,True,False,False,
1214,Treat Her Like A Lady,Cornelius Brothers and Sister Rose,1971.0,0.7,False,True,True,False,
1215,Brown Sugar,Rolling Stones,1971.0,0.8,False,False,True,False,
1216,You've Got A Friend,James Taylor,1971.0,0.3,False,False,True,False,
1217,Mr. Big Stuff,Jean Knight,1971.0,0.3,False,False,True,False,
1218,Do You Know What I Mean,Lee Michaels,1971.0,0.5,False,True,False,False,
1220,What's Going On,Marvin Gaye,1971.0,0.0,False,False,False,False,
1222,Ain't No Sunshine,Bill Withers,1971.0,0.3,False,False,True,False,
1225,I Found Someone Of My Own,Free Movement,1971.0,0.3,False,True,False,False,
1227,Amos Moses,Jerry Reed,1971.0,0.0,False,False,False,False,
1228,Temptation Eyes,Grass Roots,1971.0,0.6,False,True,True,False,
1229,Superstar,Carpenters,1971.0,0.3,False,False,True,False,
1230,My Sweet Lord / Isn't It A Pity,George Harrison,1971.0,0.8,False,False,True,False,
1231,Sweet And Innocent,Donny Osmond,1971.0,0.3,False,False,True,False,
1232,Put Your Hand In The Hand,Ocean,1971.0,0.3,False,False,True,False,
1234,For All We Know,Carpenters,1971.0,0.3,False,False,True,False,
1236,Help Me Make It Through The Night,Sammi Smith,1971.0,0.3,False,False,True,False,
1237,Rainy Days And Mondays,Carpenters,1971.0,0.0,False,False,False,False,
1238,"Gypsy, Tramps And Thieves",Cher,1971.0,0.3,False,False,True,False,
1239,Never Can Say Goodbye,Jackson 5,1971.0,0.6,False,True,True,False,
1240,Rose Garden,Lynn Anderson,1971.0,0.2,False,False,True,False,
1241,Don't Pull Your Love,"Hamilton, Joe Frank and Reynolds",1971.0,0.6,False,False,True,False,
1242,It Don't Come Easy,Ringo Starr,1971.0,0.3,False,False,True,False,
1243,Mr. Bojangles,Nitty Gritty Dirt Band,1971.0,0.3,False,False,True,False,
1244,I Love You For All Seasons,Fuzz,1971.0,0.0,False,False,False,False,
1246,That's The Way I've Always Heard It Should Be,Carly Simon,1971.0,0.6,False,False,True,False,
1247,If You Really Love Me,Stevie Wonder,1971.0,0.3,False,False,True,False,
1248,Spanish Harlem,Aretha Franklin,1971.0,0.0,False,False,False,False,
1249,I Don't Know How To Love Him,Helen Reddy,1971.0,0.3,False,False,True,False,
1251,Bridge Over Troubled Water,Aretha Franklin,1971.0,0.3,False,False,True,False,
1252,Doesn't Somebody Want To Be Wanted,Partridge Family,1971.0,0.6,False,False,True,False,
1253,Draggin' The Line,Tommy James,1971.0,0.0,False,False,False,False,
1254,Proud Mary,Ike and Tina Turner,1971.0,0.0,False,False,False,False,
1256,Stay Awhile,Bells,1971.0,0.3,False,False,True,False,
1258,Me And You And A Dog Named Boo,Lobo,1971.0,0.3,False,False,True,False,
1260,If,Bread,1971.0,0.6,False,False,True,False,
1261,Mercy Mercy Me (The Ecology),Marvin Gaye,1971.0,0.0,False,False,False,False,
1262,One Toke Over The Line,Brewer and Shipley,1971.0,0.3,False,False,True,False,
1264,Bring The Boys Home,Freda Payne,1971.0,0.0,False,False,False,False,
1265,I Just Want To Celebrate,Rare Earth,1971.0,0.0,False,False,False,False,
1268,Liar,Three Dog Night,1971.0,0.6,False,False,True,False,
1269,Stick-up,Honey Cone,1971.0,0.6,False,False,True,False,
1270,Chirpy Chirpy Cheep Cheep,Mac and Katie Kissoon,1971.0,0.3,False,False,True,False,
1271,Love Story (Where Do I Begin),Andy Williams,1971.0,0.3,False,False,True,False,
1272,Wild World,Cat Stevens,1971.0,0.3,False,False,True,False,
1273,"When You're Hot, You're Hot",Jerry Reed,1971.0,0.3,False,False,True,False,
1274,Funky Nassau,Beginning Of The End,1971.0,0.0,False,False,False,False,
1275,If Not For You,Olivia Newton-John,1971.0,0.6,False,False,True,False,
1276,Groove Me,King Floyd,1971.0,0.3,False,False,True,False,
1277,Watching Scotty Grow,Bobby Goldsboro,1971.0,0.3,False,False,True,False,
1278,Woodstock,Matthews' Southern Comfort,1971.0,0.0,False,False,False,False,
1279,Amazing Grace,Judy Collins,1971.0,0.0,False,False,False,False,
1280,I Hear You Knocking,Dave Edmunds,1971.0,0.3,False,False,True,False,
1281,Lonely Days,Bee Gees,1971.0,0.6,False,False,True,False,
1282,Here Comes That Rainy Day Feeling Again,Fortunes,1971.0,0.3,False,False,True,False,
1283,Won't Get Fooled Again,Who,1971.0,0.3,False,False,True,False,
1285,Mama's Pearl,Jackson 5,1971.0,0.3,False,False,True,False,
1286,Timothy,Buoys,1971.0,0.5,False,False,True,False,
1287,I Woke Up In Love This Morning,Partridge Family,1971.0,0.3,False,False,True,False,
1288,"Theme From ""Shaft""",Isaac Hayes,1971.0,0.0,False,False,False,False,
1289,If I Were Your Woman,Gladys Knight and The Pips,1971.0,0.3,False,True,True,False,
1291,Wedding Song (There Is Love),Paul Stookey,1971.0,0.5,False,False,True,False,
1292,"Don't Knock My Love, Pt. 1",Wilson Pickett,1971.0,0.3,False,False,True,False,
1293,Love Her Madly,Doors,1971.0,0.3,False,True,False,False,
1294,Here Comes The Sun,Richie Havens,1971.0,0.0,False,False,False,False,
1296,Right On The Tip Of My Tongue,Brenda and The Tabulations,1971.0,0.3,False,False,True,False,
1298,Riders On The Storm,Doors,1971.0,0.3,False,False,True,False,
1299,It's Impossible,Perry Como,1971.0,0.6,False,False,True,False,
1300,The First Time Ever I Saw Your Face,Roberta Flack,1972.0,0.3,False,False,True,False,
1303,Without You,Nilsson,1972.0,0.8,False,False,True,False,
1304,Candy Man,Sammy Davis Jr.,1972.0,0.0,False,False,False,False,
1305,I Gotcha,Joe Tex,1972.0,0.8,True,True,True,False,
1306,Lean On Me,Bill Withers,1972.0,0.3,False,False,True,False,
1307,Baby Don't Get Hooked On Me,Mac Davis,1972.0,0.6,False,False,True,False,
1308,Brand New Key,Melanie,1972.0,0.6,False,True,True,False,
1309,Daddy Don't You Walk So Fast,Wayne Newton,1972.0,0.3,False,False,True,False,
1311,Brandy (You're A Fine Girl),Looking Glass,1972.0,0.3,False,False,True,False,
1312,Oh Girl,Chi-Lites,1972.0,0.6,False,False,True,False,
1314,My Ding-A-Ling,Chuck Berry,1972.0,0.0,False,False,False,False,
1315,If Loving You Is Wrong I Don't Want To Be Right,Luther Ingram,1972.0,0.8,False,True,True,False,
1316,Heart Of Gold,Neil Young,1972.0,0.0,False,False,False,False,
1317,"Betcha By Golly, Wow",Stylistics,1972.0,0.3,False,False,True,False,
1319,Ben,Michael Jackson,1972.0,0.0,False,False,False,False,
1320,The Lion Sleeps Tonight,Robert John,1972.0,0.0,False,False,False,False,
1321,Outa-Space,Billy Preston,1972.0,0.0,False,False,False,False,
1322,Slippin' Into Darkness,War,1972.0,0.5,False,False,True,False,
1323,Long Cool Woman (In A Black Dress),Hollies,1972.0,0.6,False,False,False,False,
1324,How Do You Do,Mouth and MacNeal,1972.0,0.3,False,False,True,False,
1325,Song Sung Blue,Neil Diamond,1972.0,0.3,False,False,True,False,
1327,Popcorn,Hot Butter,1972.0,0.3,False,False,True,False,
1328,Everybody Plays The Fool,Main Ingredient,1972.0,0.3,False,False,True,False,
1329,Precious And Few,Climax,1972.0,0.3,False,False,True,False,
1330,Last Night I Didn't Get To Sleep At All,5th Dimension,1972.0,0.6,False,False,True,False,
1331,Nights In White Satin,Moody Blues,1972.0,0.0,False,False,False,False,
1332,Go All The Way,Raspberries,1972.0,0.3,False,False,True,False,
1334,Back Stabbers,O'Jays,1972.0,0.6,False,True,False,False,
1335,Down By The Lazy River,Osmonds,1972.0,0.5,False,False,True,False,
1337,Starting All Over Again,Mel and Tim,1972.0,0.3,False,False,True,False,
1339,Rocket Man,Elton John,1972.0,0.3,False,False,True,False,
1341,Beautiful Sunday,Daniel Boone,1972.0,0.0,False,False,False,False,
1343,Morning Has Broken,Cat Stevens,1972.0,0.0,False,False,False,False,
1344,The City Of New Orleans,Arlo Guthrie,1972.0,0.0,False,False,False,False,
1345,Garden Party,Rick Nelson,1972.0,0.0,False,False,False,False,
1346,I Can See Clearly Now,Johnny Nash,1972.0,0.0,False,False,False,False,
1348,Clean Up Woman,Betty Wright,1972.0,0.8,False,True,False,False,
1349,Hold Your Head Up,Argent,1972.0,0.0,False,False,False,False,
1350,Jungle Fever,Chakachas,1972.0,0.5,False,False,True,False,
1352,In The Rain,Dramatics,1972.0,0.3,False,False,True,False,
1353,Look What You Done For Me,Al Green,1972.0,0.3,False,False,True,False,
1354,The Happiest Girl In The Whole U.S.A.,Donna Fargo,1972.0,0.2,False,False,True,False,
1355,Bang A Gong (Get It On),T. Rex,1972.0,0.3,False,False,True,False,
1356,Mother And Child Reunion,Paul Simon,1972.0,0.0,False,False,False,False,
1357,Where Is The Love,Roberta Flack and Donny Hathaway,1972.0,0.5,False,False,True,False,
1358,I'm Still In Love With You,Al Green,1972.0,0.3,False,False,True,False,
1359,Layla,Derek and The Dominos,1972.0,0.3,False,False,True,False,
1360,Day Dreaming,Aretha Franklin,1972.0,0.6,False,False,True,False,
1361,The Way Of Love,Cher,1972.0,0.3,False,False,True,False,
1363,Sylvia's Mother,Dr. Hook and The Medicine Show,1972.0,0.3,False,True,True,False,
1364,Hurting Each Other,Carpenters,1972.0,0.6,False,False,True,False,
1366,Puppy Love,Donny Osmond,1972.0,0.3,False,False,True,False,
1367,You Don't Mess Around With Jim,Jim Croce,1972.0,0.8,False,False,True,True,
1369,A Cowboy's Work Is Never Done,Sonny and Cher,1972.0,0.3,False,False,True,False,
1370,Joy,Apollo 100,1972.0,0.3,False,False,True,False,
1371,Anticipation,Carly Simon,1972.0,0.3,False,False,True,False,
1372,Never Been To Spain,Three Dog Night,1972.0,0.0,False,False,False,False,
1373,Kiss An Angel Good Morning,Charlie Pride,1972.0,0.5,False,False,True,False,
1374,School's Out,Alice Cooper,1972.0,0.0,False,False,False,False,
1375,Saturday In The Park,Chicago,1972.0,0.0,False,False,False,False,
1376,Drowning In The Sea Of Love,Joe Simon,1972.0,0.8,False,False,True,False,
1377,Use Me,Bill Withers,1972.0,0.6,False,False,True,False,
1378,Family Affair,Sly and The Family Stone,1972.0,0.3,False,False,True,False,
1379,Troglodyte,Jimmy Castor Bunch,1972.0,0.8,True,False,True,True,
1380,The Witch Queen Of New Orleans,Redbone,1972.0,0.3,False,False,True,False,
1382,Power Of Love,Joe Simon,1972.0,0.6,False,False,True,False,
1383,Ain't Understanding Mellow,Jerry Butler and Brenda Lee Eager,1972.0,0.3,False,True,True,False,
1385,Don't Say You Don't Rememeer,Beverly Bremers,1972.0,0.6,False,False,True,False,
1386,Sealed With A Kiss,Bobby Vinton,1972.0,0.3,False,False,True,False,
1387,I Saw The Light,Todd Rundgren,1972.0,0.3,False,False,True,False,
1389,Day By Day,Godspell,1972.0,0.0,False,False,False,False,
1390,Roundabout,Yes,1972.0,0.3,False,False,True,False,
1391,Doctor My Eyes,Jackson Browne,1972.0,0.0,False,False,False,False,
1392,I'd Like To Teach The World To Sing,New Seekers,1972.0,0.0,False,False,False,False,
1395,Speak To The Sky,Rick Springfield,1972.0,0.0,False,False,False,False,
1396,I'd Like To Teach The World To Sing,Hillside Singers,1972.0,0.0,False,False,False,False,
1397,Walking In The Rain With The One I Love,Love Unlimited,1972.0,0.0,False,False,False,False,
1398,"Good Foot, Pt. 1",James Brown,1972.0,0.3,False,False,True,False,
1399,Pop That Thang,Isley Bros.,1972.0,0.0,False,False,False,False,
1400,Tie A Yellow Ribbon Round The Ole Oak Tree,Tony Orlando and Dawn,1973.0,0.6,False,False,True,False,
1401,Bad Bad Leroy Brown,Jim Croce,1973.0,0.8,False,True,False,True,
1402,Killing Me Softly With His Song,Roberta Flack,1973.0,0.3,False,False,True,False,
1403,Let's Get It On,Marvin Gaye,1973.0,0.3,False,False,True,False,
1404,My Love,Paul McCartney and Wings,1973.0,0.3,False,False,True,False,
1405,Why Me,Kris Kristofferson,1973.0,0.3,False,False,True,False,
1406,Crocodile Rock,Elton John,1973.0,0.0,False,False,False,False,
1407,Will It Go Round In Circles,Billy Preston,1973.0,0.0,False,False,False,False,
1410,The Night The Lights Went Out In Georgia,Vicki Lawrence,1973.0,0.6,False,True,False,True,
1411,Playground In My Mind,Clint Holmes,1973.0,0.3,False,False,True,False,
1412,Brother Louie,Stories,1973.0,0.3,False,False,True,False,
1413,Delta Dawn,Helen Reddy,1973.0,0.3,False,False,True,False,
1414,Me And Mrs. Jones,Billy Paul,1973.0,0.3,False,False,True,False,
1415,Frankenstein,Edgar Winter Group,1973.0,0.3,False,False,True,False,
1416,Drift Away,Dobie Gray,1973.0,0.2,False,False,True,False,
1418,You Are The Sunshine Of My Life,Stevie Wonder,1973.0,0.3,False,False,True,False,
1420,That Lady,Isley Bros.,1973.0,0.3,False,False,True,False,
1422,We're An American Band,Grand Funk Railroad,1973.0,0.3,False,False,True,False,
1423,"Right Place, Wrong Time",Dr. John,1973.0,0.3,False,False,True,False,
1424,Wildflower,Skylark,1973.0,0.6,False,True,True,False,
1425,Superstition,Stevie Wonder,1973.0,0.0,False,False,False,False,
1426,Loves Me Like A Rock,Paul Simon,1973.0,0.3,False,False,True,False,
1427,The Morning After,Maureen McGovern,1973.0,0.0,False,False,False,False,
1429,Stuck In The Middle With You,Stealers Wheel,1973.0,0.3,False,False,True,False,
1430,Shambala,Three Dog Night,1973.0,0.0,False,False,False,False,
1431,Love Train,O'Jays,1973.0,0.0,False,False,False,False,
1432,I'm Gonna Love You Just A Little More,Barry White,1973.0,0.3,False,False,True,False,
1433,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,1973.0,0.5,False,True,False,False,
1434,Keep On Truckin' (Pt. 1),Eddie Kendricks,1973.0,0.6,False,False,True,False,
1435,Dancing In The Moonlight,King Harvest,1973.0,0.0,False,False,False,False,
1436,Danny's Song,Anne Murray,1973.0,0.3,False,False,True,False,
1437,Monster Mash,"Bobby ""Boris"" Pickett and The Crypt Kickers",1973.0,0.0,False,False,False,False,
1438,Natural High,Bloodstone,1973.0,0.6,False,False,True,False,
1439,Diamond Girl,Seals and Crofts,1973.0,0.3,False,False,True,False,
1440,Long Train Running,Doobie Brothers,1973.0,0.3,False,False,True,False,
1441,Give Me Love (Give Me Peace On Earth),George Harrison,1973.0,0.3,False,False,True,False,
1442,If You Want Me To Stay,Sly and The Family Stone,1973.0,0.5,False,True,True,False,
1443,Daddy's Home,Jermaine Jackson,1973.0,0.3,False,False,True,False,
1445,I'm Doing Fine Now,New York City,1973.0,0.3,False,False,True,False,
1446,Could It Be I'm Falling In Love,Spinners,1973.0,0.3,False,False,True,False,
1447,Daniel,Elton John,1973.0,0.3,False,False,True,False,
1448,Midnight Train To Georgia,Gladys Knight and The Pips,1973.0,0.3,False,False,True,False,
1449,Smoke On The Water,Deep Purple,1973.0,0.0,False,False,False,False,
1450,The Cover Of Rolling Stone,Dr. Hook and The Medicine Show,1973.0,0.3,False,False,True,False,
1451,Behind Closed Doors,Charlie Rich,1973.0,0.3,False,False,True,False,
1452,Your Mama Don't Dance,Loggins and Messina,1973.0,0.3,False,False,True,False,
1454,The Cisco Kid,War,1973.0,0.0,False,False,False,False,
1455,Live And Let Die,Wings,1973.0,0.3,False,False,True,False,
1456,"Oh, Babe, What Would You Say?",Hurricane Smith,1973.0,0.6,False,False,True,False,
1458,Sing,Carpenters,1973.0,0.0,False,False,False,False,
1459,Ain't No Woman (Like The One I Got),Four Tops,1973.0,0.2,False,False,True,False,
1462,Here I Am (Come And Take Me),Al Green,1973.0,0.3,False,False,True,False,
1463,My Maria,B.W. Stevenson,1973.0,0.3,False,False,True,False,
1465,Get Down,Gilbert O'Sullivan,1973.0,0.3,False,False,True,False,
1466,Last Song,Edward Bear,1973.0,0.6,False,False,True,False,
1467,Reelin' In The Years,Steely Dan,1973.0,0.3,False,False,True,False,
1469,Yesterday Once More,Carpenters,1973.0,0.3,False,False,True,False,
1472,Do It Again,Steely Dan,1973.0,0.3,False,True,False,False,
1473,Kodachrome,Paul Simon,1973.0,0.3,False,False,True,False,
1474,Why Can't We Live Together,Timmy Thomas,1973.0,0.0,False,False,False,False,
1475,So Very Hard To Go,Tower Of Power,1973.0,0.3,False,False,True,False,
1476,Do You Want To Dance?,Bette Midler,1973.0,0.0,False,False,False,False,
1477,Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers,1973.0,0.3,False,False,True,False,
1478,Ramblin' Man,Allman Brothers,1973.0,0.0,False,False,False,False,
1479,Masterpiece,Temptations,1973.0,0.0,False,False,False,False,
1480,Peaceful,Helen Reddy,1973.0,0.2,False,False,False,False,
1481,One Of A Kind (Love Affair),Spinners,1973.0,0.5,False,False,True,False,
1482,Funny Face,Donna Fargo,1973.0,0.3,False,False,True,False,
1483,Funky Worm,Ohio Players,1973.0,0.0,False,False,False,False,
1484,Angie,Rolling Stones,1973.0,0.3,False,False,True,False,
1486,Don't Expect Me To Be Your Friend,Lobo,1973.0,0.6,False,True,True,False,
1487,Break Up To Make Up,Stylistics,1973.0,0.6,False,False,True,False,
1488,Daisy A Day,Jud Strunk,1973.0,0.3,False,False,True,False,
1489,Also Sprach Zarathustra (2001),Deodato,1973.0,0.0,False,False,False,False,
1490,Stir It Up,Johnny Nash,1973.0,0.3,False,False,True,False,
1491,Money,Pink Floyd,1973.0,0.0,False,False,False,False,
1492,Gypsy Man,War,1973.0,0.0,False,False,False,False,
1493,The World Is A Ghetto,War,1973.0,0.0,False,False,False,False,
1494,Yes We Can Can,Pointer Sisters,1973.0,0.0,False,False,False,False,
1495,Free Ride,Edgar Winter Group,1973.0,0.3,False,False,True,False,
1496,Space Oddity,David Bowie,1973.0,0.0,False,False,False,False,
1497,It Never Rains In Southern California,Albert Hammond,1973.0,0.3,False,False,True,False,
1498,The Twelfth Of Never,Donny Osmond,1973.0,0.3,False,False,True,False,
1501,Seasons In The Sun,Terry Jacks,1974.0,0.3,False,False,True,False,
1502,Love's Theme,Love Unlimited Orchestra,1974.0,0.3,False,False,True,False,
1503,Come And Get Your Love,Redbone,1974.0,0.3,False,False,True,False,
1505,The Loco-Motion,Grand Funk Railroad,1974.0,0.0,False,False,False,False,
1506,TSOP,MFSB,1974.0,0.0,False,False,False,False,
1507,The Streak,Ray Stevens,1974.0,0.0,False,False,False,False,
1508,Bennie And The Jets,Elton John,1974.0,0.0,False,False,False,False,
1510,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,1974.0,0.6,False,True,True,False,
1511,Jungle Boogie,Kool and The Gang,1974.0,0.0,False,False,False,False,
1512,Midnight At The Oasis,Maria Muldaur,1974.0,0.3,False,False,True,False,
1513,You Make Me Feel Brand New,Stylistics,1974.0,0.3,False,False,True,False,
1514,Show And Tell,Al Wilson,1974.0,0.6,False,True,True,False,
1515,Spiders And Snakes,Jim Stafford,1974.0,0.0,False,False,False,False,
1516,Rock On,David Essex,1974.0,0.0,False,False,False,False,
1517,Sunshine On My Shoulders,John Denver,1974.0,0.3,False,False,True,False,
1518,Sideshow,Blue Magic,1974.0,0.3,False,False,True,False,
1519,Hooked On A Feeling,Blue Swede,1974.0,0.6,False,False,True,False,
1520,Billy Don't Be A Hero,Bo Donaldson and The Heywoods,1974.0,0.2,False,False,False,False,
1521,Band On The Run,Paul McCartney and Wings,1974.0,0.0,False,False,False,False,
1523,Time In A Bottle,Jim Croce,1974.0,0.3,False,False,True,False,
1524,Annie's Song,John Denver,1974.0,0.3,False,False,True,False,
1525,(You're) Having My Baby,Paul Anka,1974.0,0.3,False,False,True,False,
1526,Let Me Be There,Olivia Newton-John,1974.0,0.3,False,False,True,False,
1527,Sundown,Gordon Lightfoot,1974.0,0.5,False,True,False,False,
1528,Rock Me Gently,Andy Kim,1974.0,0.6,False,False,True,False,
1529,Boogie Down,Eddie Kendricks,1974.0,0.2,False,False,True,False,
1531,If You Love Me (Let Me Know),Olivia Newton-John,1974.0,0.6,False,False,True,False,
1532,Dark Lady,Cher,1974.0,0.8,False,True,False,True,
1533,Best Thing That Ever Happened To Me,Gladys Knight and The Pips,1974.0,0.3,False,False,True,False,
1534,Feel Like Makin' Love,Roberta Flack,1974.0,0.3,False,False,True,False,
1535,Just Don't Want To Be Lonely,Main Ingredient,1974.0,0.6,False,False,True,False,
1536,Nothing From Nothing,Billy Preston,1974.0,0.3,False,False,True,False,
1537,Rock Your Baby,George McCrae,1974.0,0.3,False,False,True,False,
1538,Top Of The World,Carpenters,1974.0,0.3,False,False,True,False,
1539,The Joker,Steve Miller Band,1974.0,0.3,False,False,True,False,
1540,I've Got To Use My Imagination,Gladys Knight and The Pips,1974.0,0.3,False,False,True,False,
1541,The Show Must Go On,Three Dog Night,1974.0,0.3,False,False,True,False,
1542,Rock The Boat,Hues Corporation,1974.0,0.3,False,False,True,False,
1543,Smokin' In The Boy's Room,Brownsville Station,1974.0,0.3,False,False,True,False,
1544,Living For The City,Stevie Wonder,1974.0,0.0,False,False,False,False,
1545,Then Came You,Dionne Warwick and The Spinners,1974.0,0.6,False,False,True,False,
1546,The Night Chicago Died,Paper Lace,1974.0,0.0,False,False,False,False,
1547,The Entertainer,Marvin Hamlisch,1974.0,0.5,False,False,True,False,
1548,Waterloo,ABBA,1974.0,0.3,False,False,True,False,
1549,The Air That I Breathe,Hollies,1974.0,0.3,False,False,True,False,
1550,Rikki Don't Lose That Number,Steely Dan,1974.0,0.3,False,False,True,False,
1551,Mockingbird,Carly Simon,1974.0,0.6,False,False,True,False,
1552,Help Me,Joni Mitchell,1974.0,0.3,False,False,True,False,
1553,You Won't See Me,Anne Murray,1974.0,0.6,False,False,True,False,
1554,"Never, Never Gonna Give You Up",Barry White,1974.0,0.2,False,True,True,False,
1555,Tell Me Something Good,Rufus,1974.0,0.3,False,False,True,False,
1557,Rock And Roll Heaven,Righteous Brothers,1974.0,0.0,False,False,False,False,
1558,Hollywood Swinging,Kool and The Gang,1974.0,0.3,False,False,True,False,
